content,score
"Pesanan belum dikirim sama kurir tapi tiba² distatusnya pesanan sudah selesai padahal saya belum klik pesanan diterima, mau dibatalkan juga tidak bisa diklik yang ada tulisan batalkan, chat ketokonya katanya pesanan dilayani oleh tokopedia",1
oke,5
"barang 30k angkir 150k, di sebelah cuma 16k angkir",1
Gratis ongkir yg lama sekali,2
Lagi dan lagi masalah pengembalian barang dana selalu di tahan malas pakai aplikasi ini lagi,1
"Toko tidak bisa Terima order dengan alasan libur , tapi masih muncul di beranda pencarian,",1
baik,5
good,5
mantap,5
good,5
tidak bisa daftar atau masuk error,3
Mantul👍,5
"mudah, cepat dan tanggap",4
"Untuk tanggal tenggat waktu pembayaran pay later tolong di ubah jangan tanggal 1. Saya merasa di rugikan. Karena tanggal 1 itu keseringan hari minggu. Bank tutup dan gajihan tanggal 1. Tolong tanggal pembayaran harusnya di samakan dengan tanggal pinjaman di lakukan! Dendanya juga tidak masuk akal, 1 hari 50 ribu! Harusnya keterlambatan bayar di kasih jeda 3 hari. Jangan seenaknya bikin aturan! Aplikasi lain tidak begitu!",3
"Toko online simple mudah untuk belanja ,, semoga PT goto mengggacorkan akun goparntner saya agar sering belanja 🤲",5
"coba aja dulu,,,,",4
"Pengalaman terburuk berhadapan dengan tokopedia yang kerjasama dengan jne. Yang kita tahu jne predikat bintang 1.5 dengan pengiriman terlemot se indonesia. Ini adalah jawaban dr saya bahwa saya akan pindah berbelanja dr tokopedia ke shope yang jelas2 pengirimannya jauh jauh lebih baik selama ini. Selamat tinggal toped.blibli juga make jne, oleh sebab itu bli2 juga aq boikot",1
aaa seneng banget bisa beli produk keinginan dengan harga murah 😍😍🥰,5
baguss membantu,5
mantap,5
Kasih diskon giliran di co dibatalin!!! Aplikasiburuk,1
saya sangat suka tokopedia banyak discoun dan promo,5
semoga makin sukses dan maju,5
mantab,5
bagus,5
mantap,5
Mantap,5
"Buruk,nyesel pake tokped.. kalian yg belum jgn pake apk ini.... sy pengguna baru voucher ga bisa di gunakan. Baru 1 kali transaksi TF Rp 5200 tiba2 di batalkan sistem,uang tidak kembali k rekening malah masuk saldo refund tokped ga bisa di gunakan dn di tarik. Jumlahnya ga seberapa tp coba di kalikan dgn ratusan org/korban lain nya. Apakah seperti ini tokped nyri duit.?",1
produk terbaik saya cuma TOKOPEDIA,5
"padahal baru download hari ini, malah gabisa make promo pengguna baru setres",1
The best...,5
Bagus 👍,5
baguss,5
cinta bgt ama tokopedia💚💚,5
Kenapa gopaylater pas saya bukak masih ganguan terus,5
bagus,5
Toko pedia semakin parah pelayanan dan pengiriman sangat buruk,1
"Mudah, tanpa ribet bayar dari manapun dan kapanpun",5
Good job,5
Sangat membantu mantap,5
Catatan buat pesanan sekarang kenapa dijakan satu. Limit cuma 200 ketikan. Mana maen kalau yang mau belanja barang dalam jumlah banyak. Lucu sekali. Otw pindah,1
Aplikasi sialan kirain benar dapat vocer malah d batalkan transaksi nya benar benar kecewa,1
Tolong pihak ekspedisi & kurir yg bermasalah jangan dijadikan mitra kerja! Mengecewakan konsumen!,1
Kenapa aplikasi tidak bisa di gunakan . Setiap buka selalu ada tulisan nya integritas sistem di rusak... padahal baru download.,1
Pengurungan layanan dlm aplikasi,3
oke bagus pol,5
coba kirim yg bener paketannya,4
sangat baik,5
"Penempatan angka promo sengaja banget dibikin misleading, seolah-olah itu harga barangnya segitu murah ya biar diklik",1
sangat puas.. semoga bisa trus membatu saya dalam berusaha,5
"Awal Transaksi Ga Bisa Nikmati Promo, Langsung Dibatalkan Sistem & Promo Hangus",1
luarbiasa bnyk bonusnya,5
toped mantap,5
Gimana sampek 14 hari lebih cuma status pesanan dikomplain doang gk ada progres?,1
Semoga sukses Tokopedia,5
Dulu ada voucher gratis ongkir 2x perminggu dan berlaku disemua toko tapi entah kenapa sekarang itu nggak ada padahal itu cukup membantu,2
pertama kali belanja pakai tokopedia...semoga banyak kejutan2 yg murah murah😉,5
Sangat bermanfaat,5
mantap,5
sangat memuaskan,5
mantap 👍,5
"mudah pmbayarannya, barang harga mantap, trimakasih tokopedia",5
bagus,5
"Gimna sihh katanya pengguna pertama dapet promo, eeh pas udah dapet promo malah dibatalkan oleh sistem tokpednya sendiri tau gitu gak tak download tdi",1
Tokopedia keren top bgt,5
jual beli online yg asyik banget biingiit,5
Kalau rekomendasi pengiriman masih pakai JNE jadi takut belanja di tokped. Luaaamaaaaa banget. Surabaya - Malang bisa bisanya seminggu lebih.,2
kurang simple belanja buat di tokped bagusan yg perlu account virtual segala,5
banyaakkin voucher nya lagii doong,5
ok,5
memudahkan untuk belanja,5
bagus,5
Apa promo penguna baru pas di pake di gagalkan oleh sistem . Kalo gk sanggup gk usah promo . B1 ajah aplikasi gk jelas,1
"Pelayanan pengirimannya kurang memuaskan,nyesel belanja di tokopedia tidak amanah,hati-hati belanja disini",1
murah,5
mantaap,5
"pengembalian dana cepat, belanja hemat",5
no komen.,5
"Kenapa aplikasinya sekarang agak slow? Navigasinya juga kadang stuck, sepertinya kebanyakan layer",1
baru coba aplikasi Tokopedia semoga murah2 dan bnyak promo.. lumayan bisa menghemat uang blanja terimakasih,5
bagus & harga murah murah. banyak gratis ongkir nya juga,5
pengiriman menuju malang selalu direkomendasikan jne padahal dari dulu lelet minta ampun bisa sampe sebulan ga bakal dikirim. jujur saja kalau sistem pengiriman rekomendasi masih pakai jne saya akan hapus tokopedia,1
mantap sekali terima kasih,5
cepat...,5
makasih,5
"Performa menurun, freeze, kadang produk tidak bisa dipilih. Versi sebelumnya jauh lebih lancar.",1
mantap,5
pengirimannya lama banget,1
T O P,5
mantap jos,5
good job,5
Top markotop,1
Tokopedia keren aplikasi bagus,5
Hapus JNE dari list kurir rekomendasi,1
"ok banget, cuman 300 perak udah dapet stick hahaha",4
lumayan dapat ongkir plus diskon pengguna pertama semoga banyak keringanan,4
Ok,5
"Pliss jangan kasih kurir JNE kalo gratis ongkir, kinerja JNE lambat sekali. Tolong lah perbaiki, jangan sampai kalah sama toko sebelah, yang pengirimannya cepat.",1
mantap,2
"Aplikasi g jlz,,dpt promo Krn pengguna baru,udh ngisi saldo gopay,,tp pas nungguin udh 3 hari tu barang mlh dibatalkn oleh sistem...nyesel bgt ngerasa di permainin doank...g bkl mau blnja lgi dsni.lngsung uninstall ajh lah,g jlz",1
Aplikasi g jelas. Udah beli barang karena pengguna baru. Sudah bayar diproses tiba2 di batalin oleh system. G niat ngasih harga murah. G kayak shoppe dan Lazada. Gw pake Lazada istri gw pake Shoppe yg paling sering shoppe berani ngasih harga murah. Sorry gw Uninstall Aplikasinya ya. 🤣🤣🤣🤣,1
"Beli barang di tokopedia sangat merugikan, dua kali barangku tidak di antar dan uangku hilang, cuma gara"" dari pihak pengirimanya tidak updet, dan pihak tokopedia saya mintai bantuan sama sekali tidak membantu, merugikan sekali",1
cepat tepat,5
"Saya sangat kecewa, pesanan saya tanggal 9 September Sampae Sekarang belum juga di kirim . padahal alamat saya sudah jelas !!! Sangat sangat kecewa belanja di toko pedia !!!!!",1
istimewa,5
top bgt,5
"Tidak ada gratis ongkir,diskon. Kalah sama toko oren",1
"bikin pin gak valid mulu, apk kntl",1
belanja,5
Banyak discount... gercep gaes... mantaff,5
suka banget belanja disini,5
mantap,5
best,5
terus pertahankan.,5
keren,5
mantap,5
Sangat puas untuk aplikasi ini,5
"Jangan ketipu sama iklan yang mencatumkan harga murah banget gak masuk akal, itu cuma trik marketingnya aja buat kita jadi daftar nih aplikasi habis itu orderan dibatalin sistem halahhh alasan ajaa bilang aja rugi harga segitu cuma mau dapat yg pakai aplikasinya aja kan",1
sejauh ini mah masih bagus belum tau untuk kedepannya semoga ttp terjangkau. agar jadi langganan belanja online,5
"Ga jelas, pertamakali pake voucher pengguna baru eh malah pesanan di batalin sistem",1
mantap,5
"Even gimmick,kuponnya ga bisa dipake,dana ga bisa dipake,halah aplikasi cacat emg, mending balik ke shopee sama lazada",1
okkk kasi saya diskon,5
tokopedia sekarang jelek.padahal hampir setiap hari belanja.tapi gak ada promo atau diskon.tidak seperti ecommerce lain,1
apk kurang berguna katanya diskon 99% masa pas mau dipesen gangguan mulu giliran beli yang gak promo gak ada gangguan,1
semakin kesini semakin parah aja toped,1
"Kocak banget nih apk, udah di pesen pake promo disc 50k malah nggak bisa, trs promonya udah kepake hadeh kocak amat. dikira manipulasi harga wkwk padahal yang ngasih promo apk nya hadeh",1
"solusi cs gapernah membantu, percuma komplain",1
"jelek banget kasih vc diskon tapi giliran dipake transaksi malah dibatalin sistemnya alesannya karna alamatnya sama dengan akun lain yaiyalah saya punya 2 kakak yg pake apk ini masa alamatnya pake alamat tetangga gajelas banget, padahal pesannya ga berbarengan juga kecuali 1 rumah pesan barengan di hari yg sama pakai diskon vc nya itu baru dicurigai. Jelek banget saya gasuka udh berkali kali juga pesanan saya dibatalin gini buang buang waktu jadinya. mending ikut war di toko oren aja👎🏻👎🏻👎🏻",1
Pesanan tiba2 di batalkan sepihak padahal sudah jelas promo itu kenapa di batalkan? Dan tanya k cs tidak ada jawab dan tiba2 di akhiri,1
MENGECEWAKAN!!!!!!!!!!!!!,1
TIDAK KOMPLIT BARANG YG DI JUAL,1
Agus Sini Sherlock :v,5
"Tolong dong benerin lagi pihak ekspedisi nya, setiap pake ekspedisi apapun kalo beli di tokped lama semua",1
Toko pedia memudahkan untuk belanja apapun dg mudah dan murah,5
Penipu kali Udh d bayar bisa pula d batalkan,1
Sangat baik,4
apk nya bagus banget,5
Juyyygepoy hhh,1
Setelah diperbaharui malah lemot aplikasi erorr mulu,5
"kecewa banget pengguna pertama, asalnya dapet vocer 50rb tiba tiba di batalkan sistem dan tidak bisa digunakan lagi, mohon bisa lebih baik lagi terimakasih.",1
Berbagi pengalaman untuk kalian jangan pernah daftar Tokopedia card dari BRI deh.. Semoga saya aja yg mengalami nya.. Pada tgl 1 sep 2024 belanja di Tokopedia menggunakan pembayaran Tokopedia card dari BRI kemudian transaksi saya batalin tapi pada tgl 15 seperti 2024 tagihan nya tetap ada..Doa'in ya semoga bisa cepat blokir nih kartu..,1
mantul,5
mantaaaaap,5
Mantap Tokopedia selalu ada diskon Potongan harga belanja . Semoga selalu hadir tiap hari diskon nya ya. Serta Adain juga diskon harga pulsa dengan beli pulsa minimal Rp20.000 diskon Rp10.000 ya . Serta hadirkan selalu gratis ongkir dengan tanpa minimal belanja . Maju terus Tokopedia berserta diskon dan promo promo nya yang lebih baik lagi.,5
Tambahhin fitur komplain dan pengembalian dana,4
"Makasih banyak, banyak promonya.",5
Gini amat kurirnya kalo pakai promo gratis ongkir ngirimnya lama banget,3
Mantep,5
Ga bisa milih jasa kirim,1
ok,5
Top,5
keren👍👍,4
Sangat membantu,5
ok,5
"Diskon 99,8% Tidak Bisa Di Pakai",1
Mantap,5
joss pokoke,5
Apk tolol,1
mantap,4
apk Tokopedia murah dan banyak diskon,5
"Tambah tidak enak belanja d toped, skrg malah sdh tidak ada bebas ongkirnya",2
sangat bagus,5
sangat membantu,5
baguss dan terjamin ORI,5
Kebanyakan ngomong diskon diskon kupon kupon ujung'nya pesanan di batalin padahal ga ngelanggar apa apa di batalin seenaknya,1
ok,4
ok Sukses,5
goks promonya,5
TOP Banget deh Pokek nya TOKOPEDIA,5
mantap,5
The best pokoknya,5
mantap,5
keren,5
Pelayananya makin kesini makin buruk !,1
blum di coba smoga hasil nya memuaskan,5
Pingin ganti no telpon?tapi veripikasinya ke no wa? Ketauan no udah gak aktif sama wanya? Aturan ada opsi lain,1
Ongkir nya mahalllllllllll 😭,3
Udah co eh tbtb di batalin sepihak dasar gilaa,2
"Belakangan ini setiap sy login ke toped, slalu ""ditagih"" spy sy tambah satu nomor HP lagi dgn alasan verifikasi dua langkah demi keamanan akun ? Jika tidak tambah nomor HP, apakah sy tdk bisa login ke toped?",5
bagus,5
kecewa dng apikasi ini padahal saya pengguna baru yg katanya dapet diskon ternyata cuma penipuan mana pembayaran nya ribett huuu kesal sekai lain kali ati2 yg mau pesan di apikasi ini,1
Murah,5
👍,5
Lemot Parah,1
"Makasi banyak Tokopedia, klaim proteksi rusak uang kembalinya gampang, prosesnya juga cepat 👍👍",5
trimakasih Tokopedia sudah membantu,5
"Kapok belanja di Tokopedia. Pernah beli baju di toko colorbox ternyata barangnya ada defect (jahitan dol) lalu ngajuin pengembalian. Ternyata ongkir yg nanggung kita dong, rugi banget asli. Padahal bukan kesalahan kita & udah melampirkan bukti video unboxing juga. Satu lagi, Tokopedia juga sering ngebatalin pesanan secara sepihak dgn alasan dibatalkan oleh sistem. Parah, kalo ada -100 udah saya kasih. Mending belanja di e commerce lain.",1
Akun ku ke banned gak bisa mbalik cuma karena sempet masukin alamat temen 😑,1
Pesanan dibatalkan otomatis saldo refund gak bisa di tarik,1
"Bisa bantu hapusin data sya ngak ,akun sya di curi sma orng yang tidak bertanggung jawab",4
Bintang 3 dulu. Layanan aduan tidak begitu membantu. Pengiriman Diambil sma di anter beda ekspedisi. Sedangkan ekspedisi pengiriman lemot di berbagai laporan.. Tolong menu Rekomendasi Tokepet terkait pengiriman di hilangkan biar kita pilih sendiri mana yg cepat di wiliayah kita. Atau Blacklist aja Ekspedisi yg Lelet. Cek Aduan aduan terkait.,3
"tolong kembalikan ke kebijakan lama aturan proses pesanan, dan potongan penjualan sangat besar terlalu membebani seller",1
"Bayar tagihan apa saja di sini, nggak pakai ribet.",5
"gk ada pembenahan soal keterlambatan ketika pakai kurir rekomendasi, komplain pun percuma",1
Hebat,5
Filter kurang baik,3
mantap tokped,5
Aplikasi bagus banyak promo tapi mohon untuk fitur lacak di buat keterangan barang sudah sampai di mana,4
Update bukkanya bener malah gagal menampilkan gratis ongkir,1
good and the best,5
Sangat mengecewakan,1
Bagus dan nyaman buat keperluan pribadi,5
mantaptap,5
"TOLONG DONG TOKOPEDIA JANGAN TAHAN SALDO PENJUAL,SAYA LAGI BUTUH UANGNYA CEPAT.JANGAN MEMPERSULIT,PANJANG UMUR DEH BUAT ADMIN TOKOPEDIA.",1
Berkali kali dikecewakan dengan kurir rekomendasi yg ditunjuk tokopedia.. Pelayanan komplain costomer pun hanya system robot yg balas.. Gak ada solusi dari manusia manusia hidup yg ada di tokopedia..,2
baik,5
Mantap lah..... sangat membantu,5
Mantaap se mpurna,5
Aplikasi tokopedia sangat berguna bagi nusa dan bangsa.. Apa lagi sangat berguna buat sistem bayar di tempat COD sangat berguna buat orang yang tidak bisa berpergian dan orang yang sakit kaki ngak bisa bisa jalan itu bagi mereka sangat berguna sistem COD di tokopedia mohon kembangkan lagi agar lebih sempurna lagi aplikasi tokopedia karena tokopedia sangat berguna bagi nusa dan bangsa yang sakit tidak bisa jalan keluar dari rumah🙏🙏🙏🙏 terimakasih tokopedia karena ada sistem COD saya kasih full,5
Iklannya bisa beli rokok. Setelah didownlot ternyata gak bisa. Cok dech,1
"Tokopedia tidak adil pada penjual masa jual barang bekas antara bagus dan rusak malah bisa di refund padahal pembeli sudah tau resikonya, tapi tetap di beli dan malah refund, padahal di deskripsi sudah jelas tertulis barang mungkin normal kalau pun baik itu rejeki, masa bisa di kembalikan aneh, bikin rugi jualan di sini",1
"Kurir rekomendasi apaan , lama banget , barang muter muter doang padahal sudah dibawa kurir , mending sebelah kurirnya bagus",1
Kurir full lelettttttt,1
Masak alamat yg saya tulis tidak tertera.hpus Aj lah,1
"Apa ini aplikasi, ga mau ganti rugi penuh, padahal sudah jelas salah ga mau di salahin, minta ganti rugi barang tidak mau.., pengalaman belanja online yang buruk sangat buruk, baru kali ini saya belanja online ada kendala",1
P maksud masukan pin udh coba berkali-kali ttp. Ngak bisa ngeselin banget!!!,1
mudah murah untuk berbelanja,5
Gila pengiriman lama banget tokped sumpahh,1
Prepikasi KTP susah,5
"Oh ayolah 1 bulan lebih mau pake paylater ga bisa padahal kalo bayar cicilan ga perna telat,lewat cs tokopedia disuruh nunggu 30 hari habis 30 hari mau dipake ga bisa lagi",1
"Saran aja ongkirnya terlalu mahal,,,kalah sama aplikasi orange lebih murah dan banyak pembeli",2
Sangat mudah untuk digunakan,5
"katanya primo pengguna baru, pas mau belanja, anda tidak memnuhi syarat. error katanya a******g",1
Murah murah bgt makasih toko pedia,5
Ok,5
Ok,5
"Telat angsur sekali aja udah gak bisa make paylater lagi, dendanya juga gede bngt sehari 50 ribu. Beda sama toko sebelah biar telat cuma dibekukan 2 mingguan aja",4
Pengiriman di jasa pengiriman nya kaga ga niat lmbat bnget,2
"Itu fitur lokasi alamat kenapa dah. Meskipun enggak ditempat, titik lokasi nya enggak bisa kesimpan. Gegara itu, alamat saya ada 2 saat saya simpan.",3
mantul harga promo nya,5
"Terima kasih Tokopedia udah jadi platform eCommerce yang hadir di Indonesia yang telah memberikan experience, promo & keseruan berbelanja disini. Keep it up Toko Hijau 🔥",5
"mantab,",5
"Banyak diskon potongan belanja ditokopedia, sering"" aja ya kyk gini, biar konsumen semakin bisa sering blanja disini, agar tdk beralih menggunakan onlineshop yg lain..mantaPp",5
"Apk yang sangat jelek, udh dapet bonus produk murah pas di co malah dibatalkan sistem karena mengandung pelanggaran, benar"" tidak jelas",1
good,5
"enggak bgt, sumpah gue first time make ni apk secara langsung tanpa ditiktok. eh bikin kecewa bgt kocak, dri pengalaman pertama awalnya dpt diskon gede"" an ps di co eh malah dibatalin ama sistem nya bilang aja pelit lo kocak ni marketing jahat bet, saldo refund gue ditiktok kgk bisa diambil pdhl udh ngikutin syarat! nyesel bet gue download ni apk, udah bikin ribet php lagi kocak!",1
"Padahal saya pengguna baru ,tapi tiba-tiba barang nya dibatalin dari sistem Tokopedia Aduh mana lewat transfer bayarnya Tolong dong ya tokped😌",1
Pengiriman paket yang sangat lama,1
"Pembayaran sekarang sudah tidak nyaman. Sekarang tidak bisa memakai 2 metode pembayaran lagi, misal saldo Gopay kurang bisa ditambahkan dengan BCA, dll. sayang sekali fitur tsb sdh tidak tersedia, padahal fitur tsb sangat membantu",2
Pembelian bagi pengguna baru.. Di batalkan system.. Trus da di anggap bukan pengguna baru..apasih mksdnya.. Trus hubungin cs.. Sudah lama nunggu .. Jawaban gk nyambung.. Tolong perbaiki layangannya.. Pengguna baru aja kek gw lgsg trauma liat Toped kek gitu,1
"Makin kesini kurir+pihak ekspedisi nya makin gajelas y. Alamat tertulis dimana,barang sampe diekspedisi mana. Kita orang juga yg suruh ambil+repot. Cukup ini belanja ditokped. Makin rusak",1
Oke,5
"Promo jarang, gratis ongkir jarang, update aja terus2an anj#ng!!! App ta#!!",1
Tampilanya okemudah di gunakwn.Sayang kupon war tidak muncul .Apk errorkah?,4
"Kecewa banget, tiba-tiba pesenan nya batal sendiri,pas cek out lagi promonya udah gabisa, maaf aplikasi nya saya uninstall",1
Mayan,4
Good,5
"Mohon pihak toko pedia untuk mempercepat solusi kendala atas pengiriman paket kami sebagai customer menginginkan barang kita cepat dan datang, paket saya estimasi 11-16 september 2024 tetapi sampai saat ini belum jugak datang dan update barang berhenti tidak ada pergerakan sama sekali, mohon solusinya admin tokped jangan kita disuru nunggu solusi selama 7 hari saya butuh kepastiannyaa, kalau tidak bisa memberi solusi mohon kembalikan uang saya dan cancel paket saya!!!",1
Tolong di tingkatan untuk search engine. Masa saya cari ram laptop ddr4 ram laptop ddr3+ram pc juga ikut tampil. Membuang buang waktu saya untuk memilih. Untuk beli paketan lewat toped checkoutnya lama banget padahal sudah pakai wifi 50mbps,1
"Tokped sekarang sistemnya aneh, dikit² kena reload sendiri padahal ga pengen reload halaman. Bikin ganggu, baru liat² langsung ilang dicari lagi beda barang. Habis diupdate juga makin ganggu bug nya. Bintang 1 dulu deh.. ga bohong ganggu banget bug nya.",1
bagus,5
keren,5
keren,5
tokped muantaaaps,5
mantap,5
keereennn sangat mudah,5
mantaf,4
bermanfaat dan tidak ribet,5
"Beban diskon di tanggung kan ke penjual, potongan nya sekarang semakin ngeri,",1
Barangnya bagus bagus dan harga murah ( the best),5
sip urusan jadi lancar,5
"mantap Tokopedia, sukses sll👍👍👍👍👍👍",5
puas,5
merupakan aplikasi online shop terbaik yang pernah saya pakai.mudah gampang banget terpercaya.,5
mantap,5
aplikasi jelek tiba tiba di batalkan sistem gajelas,1
Sangat kecewa tiba2 pesanan dibatalkan otomatis padahal baru bgt dibayar.ga akan di download lagi,1
belanja lebih mudah enak dah pokoknya,5
ok,5
"Jujur Tokopedia sekarang Uda ga baguslah, parah potongannya, parah lah, enggak kaya dulu, sistem terbaru malah hadeeuh potongan gila gede banget.",1
Ga jelas! Tiba2 tidak bisa menggunakan promo padahal saya tidak pernah menyalahgunakan promo & promo yg disediakan yg saya pakai tapi tiba2 melanggar ketentuan! Aplikasi ga jelas!,1
belanja online makin asik,5
toplah,5
mantap tokopedia,5
sangat membantu untuk berbelanja di rumah,5
sangat mudah blnja d tokped dengan saldo yg ada d tokped🙏🙏,5
Katanya Dapet diskon 50rb pas digunain malah dibatalin sepihak,1
terimakasih,5
"Toko pedia gembel... Tiap bulan harus upgrade, ngabisin kuota melulu tiap bulan",2
"Sering lemot, banyak juga pedagang sama ekspedisi yang prosesnya lama",1
ok,4
mantap,5
"Toko pedia paling buruk dari yg lain, Kebanyakan batal sistem gk jelas. Promo semua zonk. Kalau gk kuat kasih promo gk usah tertera promo",1
Sebenrnya tokped bagus bnget cuma aneh nya klo keseringan belanja pke vocer tiba2 dibatalin sistem vocer hangus dan aku sakit gk dapat vocer2 lagi buat apa adain vocer klo dibatalin sistem,3
"Itu klo bebas ongkir jangan d arahkan ama kurir2 sampah kyk jne, sicepat dan sapx .. Klo bisa hapuskan kerja sama ama kurir2 sampah kyk gtu , pngiriman lelet , kdang paketan hilang , hancur hancur , tokopedia kntoll",1
4 bintang dlu klo barang sudah smpe baru tambah lagi,4
"JGN DI INSTALL, PENIPUAN GD PROMO BOONG JELEKK BGTTTTTTTT HUHHHH",1
"Sistem kurir rekomendasi sering terlambat bahkan stak ga jalan seminggu, mohon di perbaiki dong masak jakarta jatim seminggu",1
❤️❤️❤️❤️❤️❤️❤️❤️,5
Membantu,5
bagus,5
Kenapa yah di tokopedia kalo barang yg sudah ngada masih di ada adain. Terus erutama obat obatan. Pasti aja kalo beli ngirim nya kendala teruss . Padahal ada dizcount. Aduhh. Kasian pada yg beli obatan. Tolong yaah .,1
mantap promonya,5
kereeeeeeeeennnnn,5
Fitur kurang lengkap + iklan nya kebayakan buruk sekali,1
"Toped kenapa search ngasi barang stok jaful penjual tidak aktif hadeh gajelas nih,................🍑💨",1
pelayanannya kurang baik dan proses complen aja lama harus nunggu sampai 7 hari. ketika nunggu malah sampai batal sendiri tanpa tanggapan dari pihak penjual dengan admin Tokopedia,1
mohon untuk dicari jasa kirim yg biaya ongkirnya lbh rendah,5
buat para emak2 banyak mmbantu,5
"Banyak Promonya, Belanja Jadi irit",5
nggak bisa COD ya... gak ada gratis ongkir,4
banyak diskon,5
tokpot ok,5
Bagus banget.,4
fast respon,5
baik,5
baik,5
"Puas belanja di tokopedia banyak voucher potongan, sehingga belanja jadi lebih hemat.",5
Good jobb,5
mantap,5
Baru pertama makai aplikasinya ya lumayan buat penawaran belanjanya dan cukup menarik buat diskon dan lain lain,5
Ok gan,5
Pelayanan buruk.. Chat cs macam chat robot.. Meending ke aplikasi shopee aja.. Intinya buruk pelayanannya.,1
"Jarang2 ngasih diskon. Kalopun diskon,min transaksinya cukup tinggi. Freeong min belanja RP. 0 hanya di event2 trtentu. Kotak hadiah juga udah gak ada. Ya kalopun ada jg koinnya makin kecil, trakhir cuma RP. 1.",3
cepat pembayaran semoga barangnya ORI dan berkualitas,5
mantap murmer,5
Tolong perbaiki sistem pengiriman.. Saya pakai jasa Nexday.. tapi pengiriman lama banget bisa satu Minggu.. Padahal masih satu wilayah Jaksel.. Bedakan pengiriman instan.. samday ..reguler.. Masak sama aja lama banget pengiriman JNE.. Beda dengan toko Oren.. sesuai pengiriman dan tepat waktu.. Dan saat di komplain prosesnya lama banget.. Masak suruh nunggu 5hari kerja.. apaantuuu.. Beda dengan toko Oren.. komplain saat itu juga langsung bisa / cancel.. Aplikasi SUSAH ... GK sesuai estimasi..,2
Semakin lama smkin Buruk .. Maslah pengiriman an brangnya smpai ssat ini tidak terselesaikan. Suruh menungu2. Buang2 wktu..,1
mantapp,5
"Selama masih pakai ekspedisi ID Express atau SAP Express, aplikasi ini gak bakal saya pakai lagi dan tetap bintang 1 Pengiriman tidak profesional sama sekali kok dibuat partner",1
good,5
"mantap ,tokped rekomendasi tempat belanja online",5
bagussss,5
mantap,5
sukses trus jngan lupa ibadah,4
"Susah mau login, aplikasi lelet, download lama",1
"Makin ke sini makin parah aplikasi Tokopedia. Mau buka aplikasi ke halaman berikut nya,lama nya minta ampun... Semakin di-update,semakin parah ngelag nya...",1
"Semakin hari semakin pelit, sudah lama berlangganan plus, sistem plus dirubah, jadi ngerasa percuma bayar buat berlangganan plus, semenjak dipegang tiktok jadi ancur tokopedia, mungkin udah saat nya pindah ke marketplace lain",2
semoga sukses terus dan makin maju tokonya terima kasih hanya belanja di sini berguna jangan ragu belanja disini,5
Bagus,5
"luar biasa Tokopedia,,, semoga sering dapat promo promo dari Tokopedia",5
"terpercaya, cepat, produk lumayan banyak. Terimakasih Tokopedia",5
apk bagus membantu buat yang mau belanja males keluar rumah.,5
"Tokopedia masa gak bisa belanja lewat lain, gak bisa narik, harus ada minimum, Tokopedia cacat",1
Ok,5
aplikasi yang sangat lengkap dan amanah barang yang di pesan dengan barang yg datang jaga terus kepercayaan men konsumen⭐⭐⭐⭐⭐,5
Bermanfaat sekali.,5
Bagus sekali,5
Saya tidak suka dengan kebijakan tokopedia dimana saya merasa di rugikan. Saat saya mebeli barang dengan total harga sebesar 211.400. Dan barangnya dua minggu tidak sampai dan tiba tiba uang di kembalikan hanya sebesar 147.000 tanpa ada kabar dari tokopedia tersebut. Tolonglah jangan seperti itu bertanggung jwb lah,1
"Skrg ini Tdk tahu kenapa pengirimannya seperti melambat, sebelum-sebelumnya tepat dg estimasi tiba tapi sekarang seperti terkendala terus yang biasanya 3-4 hari sudah dalam perjalanan ini malah mogok gak nyampe2... Mohon ini bisa diperhatikan, demi kepuasan pelanggan🙏",4
"Kecewa, udah dpt barang diskon karena pengguna baru eh tiba-tiba dibatalkan sistem transaksi nya katanya tidak memenuhi syarat. PHP dasarrrr",1
"Saya kecewa dengan layanan Tokopedia, tidak solutif",1
Ga repot bayar tagihan..,5
Alhamdulillah Mantap 👍🏻,5
ok mantap,4
belanja lebih hemat🥰,5
"kurir nya pada ngak jelas beda kayak platform lainya, disini udh mau nyampe malah dibalikin diantar ulang, aneh banget baru kali ini liat sistem cod bikin kesel bayangin udh nunggu 3-4hari normalnya eh malah platform ini 5 hari masih muter"" di return sendiri ama pihak kurir gajelas nya",1
Tokped mantappp bangett masa pengguna baru dapat voucher 50rb langsungg tapi kekurangan nya gabisa cod tapi tetap mantappp,5
keren bet tokped yg sekarang semoga tambah banyak bebas ongkirnya bisa nyaingi apk sebelah good job n sukses selalu,5
Cepat dan lancar.,5
👍,5
"Dibatalkan oleh sistem, gajelas",1
toko pedia memberi solusi hrga terbaik murah dan barang berkwalitas,5
"Tokopedia sangat buruk, tidak ada solusi untuk kendala paket belum diterima, tidak informatif dan tidak profesional. Tidak bisa mengatasi kendala saya, paket dengan pengiriman ekspedisi reguler sekelas dengan kargo, diminta konfirmasi kenapa paket belum sampai tidak ada jawaban sama sekali tidak bisa terhubung langsung dengan CS tokped untuk tau informasi lebih lanjut. Sangat buruk, paket belum sampai notifnya suruh menilai pesanan gimanasiiiii!!!!!!!!!!!!👎👎👎👎👎",1
mantap,5
"Tolonglah jangan pake id express , paket saya muter2 3 minggu",1
sangat bagus sekali,5
